Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Fulton Market,2013/05,350000,1.70%,30.00%,23,43.80%,130.00%,34,-10.50%,54.50%,27,-3.60%,-22.90%,54,9,-39,101.30%,-0.80%,5.10%
Fulton Market,2013/06,363000,3.60%,18.70%,26,13.00%,225.00%,37,8.80%,42.30%,25,-7.40%,-28.60%,60,7,-5,100.50%,-0.80%,0.50%
Fulton Market,2013/07,385000,6.10%,24.60%,19,-26.90%,35.70%,38,2.70%,52.00%,25,0.00%,4.20%,78,18,-30,100.00%,-0.60%,1.70%
Fulton Market,2013/08,368000,-4.50%,8.70%,22,15.80%,22.20%,39,2.60%,129.40%,24,-4.00%,41.20%,80,2,-3,101.80%,1.80%,3.00%
Fulton Market,2013/09,368000,0.00%,13.40%,20,-9.10%,5.30%,29,-25.60%,163.60%,18,-25.00%,28.60%,83,4,-2,102.40%,0.60%,4.30%
Fulton Market,2013/10,340000,-7.60%,-4.00%,22,10.00%,69.20%,24,-17.20%,242.90%,16,-11.10%,45.50%,66,-18,-12,100.90%,-1.50%,1.60%
Fulton Market,2013/11,323000,-5.00%,7.20%,22,0.00%,144.40%,22,-8.30%,175.00%,15,-6.30%,87.50%,47,-19,-32,97.30%,-3.60%,-1.90%
Fulton Market,2013/12,318000,-1.60%,-3.20%,21,-4.50%,90.90%,21,-4.50%,250.00%,16,6.70%,100.00%,47,-1,-72,97.60%,0.40%,1.50%
Fulton Market,2014/01,318000,0.00%,-3.20%,17,-19.00%,88.90%,17,-19.00%,70.00%,19,18.80%,58.30%,42,-5,-128,97.90%,0.30%,4.10%
Fulton Market,2014/02,369000,16.20%,11.00%,10,-41.20%,25.00%,18,5.90%,-5.30%,14,-26.30%,-12.50%,66,25,-81,100.20%,2.30%,6.30%
Fulton Market,2014/03,369000,0.00%,17.10%,14,40.00%,180.00%,18,0.00%,-43.80%,14,0.00%,-33.30%,66,0,10,99.50%,-0.70%,-2.60%
Fulton Market,2014/04,349000,-5.40%,1.50%,14,0.00%,-12.50%,27,50.00%,-28.90%,22,57.10%,-21.40%,55,-12,10,100.20%,0.70%,-1.90%
Fulton Market,2014/05,396000,13.30%,13.00%,18,28.60%,-21.70%,28,3.70%,-17.60%,19,-13.60%,-29.60%,62,8,9,99.80%,-0.40%,-1.50%
Fulton Market,2014/06,388000,-1.90%,7.00%,16,-11.10%,-38.50%,48,71.40%,29.70%,28,47.40%,12.00%,63,1,3,98.90%,-0.90%,-1.60%
Fulton Market,2014/07,406000,4.60%,5.50%,25,56.30%,31.60%,46,-4.20%,21.10%,26,-7.10%,4.00%,56,-7,-22,99.30%,0.40%,-0.70%
Fulton Market,2014/08,419000,3.30%,14.10%,28,12.00%,27.30%,43,-6.50%,10.30%,23,-11.50%,-4.20%,39,-18,-41,99.90%,0.60%,-1.90%
Fulton Market,2014/09,445000,6.10%,21.10%,33,17.90%,65.00%,24,-44.20%,-17.20%,22,-4.30%,22.20%,43,5,-40,98.70%,-1.10%,-3.60%
Fulton Market,2014/10,430000,-3.40%,26.60%,25,-24.20%,13.60%,15,-37.50%,-37.50%,21,-4.50%,31.30%,58,15,-8,97.60%,-1.10%,-3.30%
Fulton Market,2014/11,426000,-0.90%,32.00%,14,-44.00%,-36.40%,11,-26.70%,-50.00%,15,-28.60%,0.00%,92,34,45,95.40%,-2.20%,-1.90%
Fulton Market,2014/12,357000,-16.20%,12.40%,7,-50.00%,-66.70%,10,-9.10%,-52.40%,16,6.70%,0.00%,112,21,66,95.50%,0.00%,-2.20%
Fulton Market,2015/01,373000,4.50%,17.50%,4,-42.90%,-76.50%,14,40.00%,-17.60%,16,0.00%,-15.80%,108,-4,67,95.50%,0.00%,-2.40%
Fulton Market,2015/02,373000,0.00%,1.10%,4,0.00%,-60.00%,22,57.10%,22.20%,17,6.30%,21.40%,108,0,42,95.50%,0.00%,-4.70%
Fulton Market,2015/03,410000,9.90%,11.10%,13,225.00%,-7.10%,30,36.40%,66.70%,25,47.10%,78.60%,46,-62,-20,98.90%,3.40%,-0.60%
Fulton Market,2015/04,388000,-5.50%,11.00%,19,46.20%,35.70%,30,0.00%,11.10%,16,-36.00%,-27.30%,56,10,2,99.80%,0.90%,-0.40%
Fulton Market,2015/05,400000,3.30%,1.20%,30,57.90%,66.70%,33,10.00%,17.90%,21,31.30%,10.50%,53,-3,-9,99.30%,-0.50%,-0.50%
Fulton Market,2015/06,380000,-5.10%,-2.10%,26,-13.30%,62.50%,27,-18.20%,-43.80%,20,-4.80%,-28.60%,53,0,-10,98.70%,-0.60%,-0.20%
Fulton Market,2015/07,380000,0.00%,-6.40%,29,11.50%,16.00%,29,7.40%,-37.00%,20,0.00%,-23.10%,55,2,-1,98.30%,-0.40%,-1.00%
Fulton Market,2015/08,368000,-3.30%,-12.40%,27,-6.90%,-3.60%,24,-17.20%,-44.20%,18,-10.00%,-21.70%,57,2,19,98.30%,0.00%,-1.50%
Fulton Market,2015/09,454000,23.50%,2.00%,24,-11.10%,-27.30%,21,-12.50%,-12.50%,17,-5.60%,-22.70%,55,-2,12,98.90%,0.60%,0.20%
Fulton Market,2015/10,479000,5.60%,11.40%,17,-29.20%,-32.00%,18,-14.30%,20.00%,13,-23.50%,-38.10%,53,-2,-5,98.80%,-0.10%,1.20%
Fulton Market,2015/11,430000,-10.20%,0.90%,13,-23.50%,-7.10%,16,-11.10%,45.50%,15,15.40%,0.00%,43,-11,-49,99.80%,0.90%,4.30%
Fulton Market,2015/12,408000,-5.20%,14.10%,11,-15.40%,57.10%,13,-18.80%,30.00%,14,-6.70%,-12.50%,43,0,-70,100.90%,1.10%,5.40%
Fulton Market,2016/01,390000,-4.30%,4.60%,13,18.20%,225.00%,15,15.40%,7.10%,18,28.60%,12.50%,51,8,-58,99.10%,-1.70%,3.60%
Fulton Market,2016/02,447000,14.50%,19.70%,14,7.70%,250.00%,18,20.00%,-18.20%,16,-11.10%,-5.90%,72,21,-37,99.30%,0.20%,3.80%
Fulton Market,2016/03,443000,-0.90%,7.90%,18,28.60%,38.50%,29,61.10%,-3.30%,20,25.00%,-20.00%,80,8,34,99.10%,-0.30%,0.20%
Fulton Market,2016/04,459000,3.70%,18.50%,22,22.20%,15.80%,41,41.40%,36.70%,24,20.00%,50.00%,53,-27,-4,99.80%,0.80%,0.00%
Fulton Market,2016/05,468000,2.00%,16.90%,25,13.60%,-16.70%,49,19.50%,48.50%,30,25.00%,42.90%,47,-6,-7,100.10%,0.30%,0.80%
Fulton Market,2016/06,492000,5.10%,29.50%,37,48.00%,42.30%,45,-8.20%,66.70%,23,-23.30%,15.00%,45,-2,-8,99.90%,-0.20%,1.20%
Fulton Market,2016/07,545000,10.80%,43.40%,37,0.00%,27.60%,34,-24.40%,17.20%,22,-4.30%,10.00%,43,-2,-12,100.30%,0.40%,2.00%
Fulton Market,2016/08,502000,-7.90%,36.50%,34,-8.10%,25.90%,27,-20.60%,12.50%,24,9.10%,33.30%,49,6,-8,99.60%,-0.70%,1.30%
Fulton Market,2016/09,503000,0.20%,10.90%,22,-35.30%,-8.30%,28,3.70%,33.30%,25,4.20%,47.10%,40,-10,-16,99.60%,0.00%,0.60%
Fulton Market,2016/10,473000,-6.00%,-1.30%,21,-4.50%,23.50%,24,-14.30%,33.30%,24,-4.00%,84.60%,50,11,-3,98.80%,-0.70%,0.00%
Fulton Market,2016/11,450000,-4.90%,4.70%,25,19.00%,92.30%,22,-8.30%,37.50%,19,-20.80%,26.70%,53,3,10,99.20%,0.40%,-0.60%
Fulton Market,2016/12,425000,-5.60%,4.30%,23,-8.00%,109.10%,14,-36.40%,7.70%,17,-10.50%,21.40%,53,0,10,98.50%,-0.70%,-2.40%
Fulton Market,2017/01,403000,-5.30%,3.20%,16,-30.40%,23.10%,13,-7.10%,-13.30%,19,11.80%,5.60%,53,1,3,98.30%,-0.20%,-0.80%
Fulton Market,2017/02,403000,0.00%,-9.90%,8,-50.00%,-42.90%,20,53.80%,11.10%,28,47.40%,75.00%,56,3,-16,97.10%,-1.20%,-2.20%
Fulton Market,2017/03,440000,9.30%,-0.60%,9,12.50%,-50.00%,27,35.00%,-6.90%,23,-17.90%,15.00%,63,7,-17,97.60%,0.50%,-1.40%
Fulton Market,2017/04,446000,1.30%,-2.90%,14,55.60%,-36.40%,32,18.50%,-22.00%,20,-13.00%,-16.70%,66,3,13,99.80%,2.20%,0.00%
Fulton Market,2017/05,460000,3.30%,-1.70%,26,85.70%,4.00%,27,-15.60%,-44.90%,19,-5.00%,-36.70%,41,-25,-6,100.00%,0.20%,-0.10%
Fulton Market,2017/06,460000,0.00%,-6.50%,32,23.10%,-13.50%,23,-14.80%,-48.90%,14,-26.30%,-39.10%,45,5,0,100.00%,0.00%,0.10%
Fulton Market,2017/07,475000,3.30%,-12.80%,34,6.30%,-8.10%,20,-13.00%,-41.20%,14,0.00%,-36.40%,51,6,8,99.80%,-0.20%,-0.50%
Fulton Market,2017/08,520000,9.50%,3.60%,25,-26.50%,-26.50%,19,-5.00%,-29.60%,18,28.60%,-25.00%,59,8,10,99.20%,-0.50%,-0.40%
Fulton Market,2017/09,502000,-3.60%,-0.30%,14,-44.00%,-36.40%,21,10.50%,-25.00%,17,-5.60%,-32.00%,65,6,26,99.50%,0.30%,-0.10%
Fulton Market,2017/10,439000,-12.60%,-7.30%,10,-28.60%,-52.40%,22,4.80%,-8.30%,19,11.80%,-20.80%,28,-37,-22,98.10%,-1.30%,-0.70%
Fulton Market,2017/11,434000,-1.00%,-3.60%,9,-10.00%,-64.00%,16,-27.30%,-27.30%,14,-26.30%,-26.30%,16,-12,-37,98.50%,0.40%,-0.70%
Fulton Market,2017/12,401000,-7.60%,-5.60%,11,22.20%,-52.20%,12,-25.00%,-14.30%,14,0.00%,-17.60%,59,43,7,99.70%,1.20%,1.20%
Fulton Market,2018/01,298000,-25.70%,-26.00%,9,-18.20%,-43.80%,13,8.30%,0.00%,17,21.40%,-10.50%,83,24,30,99.80%,0.10%,1.50%
Fulton Market,2018/02,440000,47.70%,9.30%,7,-22.20%,-12.50%,22,69.20%,10.00%,21,23.50%,-25.00%,83,0,27,101.30%,1.50%,4.20%
Fulton Market,2018/03,503000,14.20%,14.20%,10,42.90%,11.10%,36,63.60%,33.30%,30,42.90%,30.40%,49,-34,-14,98.80%,-2.50%,1.10%
Fulton Market,2018/04,452000,-10.00%,1.50%,15,50.00%,7.10%,42,16.70%,31.30%,34,13.30%,70.00%,44,-6,-22,98.30%,-0.50%,-1.50%
Fulton Market,2018/05,460000,1.80%,0.00%,23,53.30%,-11.50%,42,0.00%,55.60%,31,-8.80%,63.20%,60,17,20,98.50%,0.20%,-1.50%
Fulton Market,2018/06,484000,5.20%,5.20%,29,26.10%,-9.40%,36,-14.30%,56.50%,32,3.20%,128.60%,67,7,22,99.20%,0.70%,-0.80%
Fulton Market,2018/07,521000,7.60%,9.70%,31,6.90%,-8.80%,29,-19.40%,45.00%,28,-12.50%,100.00%,61,-6,10,99.70%,0.50%,-0.10%
Fulton Market,2018/08,492000,-5.70%,-5.50%,28,-9.70%,12.00%,22,-24.10%,15.80%,25,-10.70%,38.90%,56,-5,-3,99.60%,-0.10%,0.30%
Fulton Market,2018/09,499000,1.50%,-0.50%,17,-39.30%,21.40%,19,-13.60%,-9.50%,29,16.00%,70.60%,36,-21,-30,98.90%,-0.60%,-0.50%
Fulton Market,2018/10,455000,-8.80%,3.80%,10,-41.20%,0.00%,16,-15.80%,-27.30%,26,-10.30%,36.80%,52,16,24,98.50%,-0.40%,0.40%
Fulton Market,2018/11,540000,18.70%,24.40%,9,-10.00%,0.00%,16,0.00%,0.00%,21,-19.20%,50.00%,75,24,59,97.60%,-0.90%,-1.00%
Fulton Market,2018/12,533000,-1.40%,32.80%,12,33.30%,9.10%,12,-25.00%,0.00%,19,-9.50%,35.70%,90,15,31,97.30%,-0.30%,-2.40%
Fulton Market,2019/01,545000,2.30%,82.90%,12,0.00%,33.30%,12,0.00%,-7.70%,19,0.00%,11.80%,83,-8,-1,97.00%,-0.30%,-2.70%
Fulton Market,2019/02,544000,-0.30%,23.50%,6,-50.00%,-14.30%,20,66.70%,-9.10%,26,36.80%,23.80%,90,8,7,96.70%,-0.30%,-4.60%
Fulton River District,2012/02,243000,0.00%,-30.50%,26,-7.10%,62.50%,38,46.20%,-20.80%,62,14.80%,-33.30%,132,-1,3,95.80%,0.90%,-0.30%
Fulton River District,2012/03,293000,20.20%,7.50%,26,0.00%,100.00%,52,36.80%,-13.30%,58,-6.50%,-35.60%,106,-26,-68,96.90%,1.10%,2.00%
Fulton River District,2012/04,293000,0.00%,-2.80%,26,0.00%,30.00%,49,-5.80%,-14.00%,58,0.00%,-29.30%,106,0,-58,97.40%,0.40%,0.70%
Fulton River District,2012/05,305000,4.30%,-7.60%,24,-7.70%,4.30%,40,-18.40%,-29.80%,52,-10.30%,-39.50%,72,-34,-68,96.90%,-0.50%,-0.80%
Fulton River District,2012/06,320000,4.90%,-3.00%,31,29.20%,-11.40%,39,-2.50%,-26.40%,49,-5.80%,-39.50%,95,23,-23,96.40%,-0.40%,-2.20%
Fulton River District,2012/07,315000,-1.60%,-1.60%,33,6.50%,-5.70%,36,-7.70%,-32.10%,47,-4.10%,-39.70%,116,22,0,97.90%,1.50%,0.10%
Fulton River District,2012/08,331000,5.20%,-2.90%,42,27.30%,-4.50%,40,11.10%,-9.10%,46,-2.10%,-38.70%,117,1,10,97.70%,-0.20%,0.40%
Fulton River District,2012/09,331000,0.00%,-3.10%,30,-28.60%,-18.90%,36,-10.00%,-12.20%,43,-6.50%,-38.60%,111,-7,6,98.60%,1.00%,2.40%
Fulton River District,2012/10,381000,14.90%,7.20%,34,13.30%,3.00%,28,-22.20%,-20.00%,36,-16.30%,-40.00%,89,-22,-16,97.90%,-0.70%,0.70%
Fulton River District,2012/11,407000,7.00%,22.50%,30,-11.80%,20.00%,22,-21.40%,-21.40%,28,-22.20%,-50.00%,80,-9,-47,99.40%,1.50%,3.00%
Fulton River District,2012/12,397000,-2.50%,50.40%,31,3.30%,14.80%,16,-27.30%,0.00%,25,-10.70%,-40.50%,97,17,-37,98.80%,-0.60%,3.00%
Fulton River District,2013/01,350000,-11.80%,43.90%,23,-25.80%,-17.90%,31,93.80%,19.20%,38,52.00%,-29.60%,100,3,-34,99.20%,0.50%,4.40%
Fulton River District,2013/02,313000,-10.60%,28.70%,22,-4.30%,-15.40%,46,48.40%,21.10%,41,7.90%,-33.90%,101,2,-31,96.70%,-2.50%,0.90%
Fulton River District,2013/03,301000,-3.80%,2.90%,27,22.70%,3.80%,69,50.00%,32.70%,44,7.30%,-24.10%,71,-30,-35,97.70%,1.00%,0.80%
Fulton River District,2013/04,383000,27.10%,30.80%,40,48.10%,53.80%,67,-2.90%,36.70%,37,-15.90%,-36.20%,53,-18,-53,98.80%,1.00%,1.40%
Fulton River District,2013/05,375000,-2.00%,23.00%,57,42.50%,137.50%,66,-1.50%,65.00%,36,-2.70%,-30.80%,47,-7,-26,100.00%,1.30%,3.20%
Fulton River District,2013/06,370000,-1.30%,15.60%,62,8.80%,100.00%,55,-16.70%,41.00%,37,2.80%,-24.50%,49,3,-46,100.10%,0.10%,3.70%
Fulton River District,2013/07,332000,-10.30%,5.40%,59,-4.80%,78.80%,52,-5.50%,44.40%,31,-16.20%,-34.00%,46,-3,-70,100.20%,0.10%,2.30%
Fulton River District,2013/08,336000,1.20%,1.40%,46,-22.00%,9.50%,48,-7.70%,20.00%,34,9.70%,-26.10%,50,4,-67,99.70%,-0.50%,2.00%
Fulton River District,2013/09,393000,16.80%,18.50%,40,-13.00%,33.30%,43,-10.40%,19.40%,32,-5.90%,-25.60%,48,-2,-63,99.70%,-0.10%,1.00%
Fulton River District,2013/10,390000,-0.60%,2.50%,38,-5.00%,11.80%,36,-16.30%,28.60%,27,-15.60%,-25.00%,55,7,-34,99.20%,-0.50%,1.30%
Fulton River District,2013/11,388000,-0.60%,-4.80%,28,-26.30%,-6.70%,27,-25.00%,22.70%,24,-11.10%,-14.30%,56,1,-25,99.70%,0.60%,0.40%
Fulton River District,2013/12,385000,-0.60%,-3.00%,29,3.60%,-6.50%,22,-18.50%,37.50%,23,-4.20%,-8.00%,57,2,-40,100.40%,0.60%,1.60%
Fulton River District,2014/01,420000,9.10%,20.00%,23,-20.70%,0.00%,26,18.20%,-16.10%,22,-4.30%,-42.10%,66,9,-34,99.50%,-0.90%,0.20%
Fulton River District,2014/02,423000,0.70%,35.20%,22,-4.30%,0.00%,34,30.80%,-26.10%,32,45.50%,-22.00%,71,5,-31,99.20%,-0.20%,2.50%
Fulton River District,2014/03,355000,-16.10%,17.90%,21,-4.50%,-22.20%,50,47.10%,-27.50%,35,9.40%,-20.50%,51,-20,-20,98.90%,-0.30%,1.20%
Fulton River District,2014/04,401000,13.00%,4.80%,31,47.60%,-22.50%,65,30.00%,-3.00%,39,11.40%,5.40%,49,-2,-4,99.50%,0.60%,0.70%
Fulton River District,2014/05,421000,5.00%,12.30%,40,29.00%,-29.80%,75,15.40%,13.60%,53,35.90%,47.20%,51,2,5,99.30%,-0.20%,-0.80%
Fulton River District,2014/06,434000,3.00%,17.20%,48,20.00%,-22.60%,76,1.30%,38.20%,52,-1.90%,40.50%,56,5,7,98.40%,-0.80%,-1.70%
Fulton River District,2014/07,430000,-0.80%,29.50%,53,10.40%,-10.20%,69,-9.20%,32.70%,51,-1.90%,64.50%,48,-8,2,98.40%,0.00%,-1.80%
Fulton River District,2014/08,412000,-4.10%,22.80%,64,20.80%,39.10%,56,-18.80%,16.70%,37,-27.50%,8.80%,49,1,-2,98.90%,0.50%,-0.80%
Fulton River District,2014/09,414000,0.50%,5.60%,58,-9.40%,45.00%,51,-8.90%,18.60%,41,10.80%,28.10%,52,4,4,99.30%,0.40%,-0.40%
Fulton River District,2014/10,400000,-3.50%,2.60%,47,-19.00%,23.70%,43,-15.70%,19.40%,36,-12.20%,33.30%,60,8,5,99.00%,-0.20%,-0.20%
Fulton River District,2014/11,397000,-0.70%,2.50%,32,-31.90%,14.30%,34,-20.90%,25.90%,27,-25.00%,12.50%,69,9,14,98.20%,-0.80%,-1.50%
Fulton River District,2014/12,405000,2.00%,5.20%,26,-18.80%,-10.30%,22,-35.30%,0.00%,21,-22.20%,-8.70%,51,-18,-6,98.20%,-0.10%,-2.20%
Fulton River District,2015/01,390000,-3.70%,-7.20%,22,-15.40%,-4.30%,30,36.40%,15.40%,28,33.30%,27.30%,55,4,-11,97.90%,-0.30%,-1.60%
Fulton River District,2015/02,398000,1.90%,-6.00%,26,18.20%,18.20%,40,33.30%,17.60%,33,17.90%,3.10%,48,-8,-23,98.90%,1.10%,-0.30%
Fulton River District,2015/03,349000,-12.30%,-1.80%,24,-7.70%,14.30%,55,37.50%,10.00%,38,15.20%,8.60%,48,0,-4,99.60%,0.70%,0.70%
Fulton River District,2015/04,416000,19.30%,3.80%,28,16.70%,-9.70%,57,3.60%,-12.30%,50,31.60%,28.20%,40,-8,-9,100.70%,1.10%,1.20%
Fulton River District,2015/05,428000,2.70%,1.50%,32,14.30%,-20.00%,60,5.30%,-20.00%,45,-10.00%,-15.10%,38,-3,-14,99.70%,-1.00%,0.50%
Fulton River District,2015/06,445000,4.10%,2.70%,53,65.60%,10.40%,53,-11.70%,-30.30%,34,-24.40%,-34.60%,51,14,-5,99.40%,-0.30%,1.00%
Fulton River District,2015/07,458000,2.90%,6.50%,59,11.30%,11.30%,48,-9.40%,-30.40%,30,-11.80%,-41.20%,59,8,11,99.50%,0.00%,1.00%
Fulton River District,2015/08,480000,4.80%,16.40%,56,-5.10%,-12.50%,40,-16.70%,-28.60%,23,-23.30%,-37.80%,67,8,18,99.20%,-0.30%,0.30%
Fulton River District,2015/09,485000,1.00%,17.00%,41,-26.80%,-29.30%,40,0.00%,-21.60%,29,26.10%,-29.30%,69,3,17,98.40%,-0.80%,-0.90%
Fulton River District,2015/10,480000,-1.00%,20.00%,31,-24.40%,-34.00%,30,-25.00%,-30.20%,24,-17.20%,-33.30%,65,-4,5,97.70%,-0.60%,-1.30%
Fulton River District,2015/11,470000,-2.10%,18.40%,25,-19.40%,-21.90%,26,-13.30%,-23.50%,22,-8.30%,-18.50%,45,-20,-24,98.60%,0.90%,0.30%
Fulton River District,2015/12,461000,-1.90%,13.80%,22,-12.00%,-15.40%,20,-23.10%,-9.10%,26,18.20%,23.80%,51,6,0,98.70%,0.10%,0.50%
Fulton River District,2016/01,433000,-6.20%,10.90%,19,-13.60%,-13.60%,21,5.00%,-30.00%,26,0.00%,-7.10%,47,-4,-8,100.40%,1.80%,2.50%
Fulton River District,2016/02,375000,-13.30%,-5.70%,18,-5.30%,-30.80%,28,33.30%,-30.00%,28,7.70%,-15.20%,46,-1,-2,100.00%,-0.40%,1.10%
Fulton River District,2016/03,325000,-13.30%,-6.70%,18,0.00%,-25.00%,45,60.70%,-18.20%,37,32.10%,-2.60%,52,6,5,99.80%,-0.20%,0.20%
Fulton River District,2016/04,350000,7.60%,-15.90%,22,22.20%,-21.40%,64,42.20%,12.30%,43,16.20%,-14.00%,46,-6,6,97.20%,-2.70%,-3.50%
Fulton River District,2016/05,381000,8.90%,-10.80%,36,63.60%,12.50%,70,9.40%,16.70%,38,-11.60%,-15.60%,34,-12,-4,98.90%,1.70%,-0.80%
Fulton River District,2016/06,410000,7.50%,-7.90%,49,36.10%,-7.50%,61,-12.90%,15.10%,33,-13.20%,-2.90%,35,1,-16,99.60%,0.70%,0.20%
Fulton River District,2016/07,442000,7.80%,-3.50%,50,2.00%,-15.30%,53,-13.10%,10.40%,39,18.20%,30.00%,36,1,-23,100.50%,0.90%,1.10%
Fulton River District,2016/08,456000,3.20%,-5.00%,44,-12.00%,-21.40%,51,-3.80%,27.50%,40,2.60%,73.90%,35,-1,-32,101.10%,0.50%,1.90%
Fulton River District,2016/09,445000,-2.40%,-8.20%,36,-18.20%,-12.20%,47,-7.80%,17.50%,34,-15.00%,17.20%,34,-1,-35,101.50%,0.50%,3.20%
Fulton River District,2016/10,440000,-1.10%,-8.30%,44,22.20%,41.90%,43,-8.50%,43.30%,35,2.90%,45.80%,33,-1,-32,100.40%,-1.20%,2.70%
Fulton River District,2016/11,439000,-0.20%,-6.60%,39,-11.40%,56.00%,35,-18.60%,34.60%,31,-11.40%,40.90%,59,26,14,99.20%,-1.20%,0.60%
Fulton River District,2016/12,458000,4.20%,-0.80%,40,2.60%,81.80%,30,-14.30%,50.00%,29,-6.50%,11.50%,68,9,17,98.70%,-0.50%,0.10%
Fulton River District,2017/01,406000,-11.30%,-6.10%,27,-32.50%,42.10%,26,-13.30%,23.80%,36,24.10%,38.50%,70,3,23,98.30%,-0.40%,-2.10%
Fulton River District,2017/02,437000,7.60%,16.50%,27,0.00%,50.00%,33,26.90%,17.90%,40,11.10%,42.90%,70,0,24,98.40%,0.10%,-1.60%
Fulton River District,2017/03,439000,0.50%,35.00%,25,-7.40%,38.90%,48,45.50%,6.70%,49,22.50%,32.40%,61,-9,9,99.40%,1.00%,-0.50%
Fulton River District,2017/04,470000,7.10%,34.30%,33,32.00%,50.00%,59,22.90%,-7.80%,49,0.00%,14.00%,52,-9,6,100.50%,1.20%,3.40%
Fulton River District,2017/05,450000,-4.30%,18.00%,45,36.40%,25.00%,58,-1.70%,-17.10%,42,-14.30%,10.50%,47,-6,13,100.10%,-0.40%,1.20%
Fulton River District,2017/06,465000,3.20%,13.30%,46,2.20%,-6.10%,55,-5.20%,-9.80%,41,-2.40%,24.20%,45,-2,10,100.00%,-0.10%,0.40%
Fulton River District,2017/07,460000,-1.00%,4.10%,55,19.60%,10.00%,56,1.80%,5.70%,42,2.40%,7.70%,48,3,12,99.90%,-0.10%,-0.60%
Fulton River District,2017/08,493000,7.10%,8.00%,50,-9.10%,13.60%,55,-1.80%,7.80%,38,-9.50%,-5.00%,54,6,19,100.00%,0.10%,-1.10%
Fulton River District,2017/09,485000,-1.60%,8.90%,53,6.00%,47.20%,50,-9.10%,6.40%,39,2.60%,14.70%,53,-1,19,99.80%,-0.20%,-1.70%
Fulton River District,2017/10,478000,-1.50%,8.50%,35,-34.00%,-20.50%,37,-26.00%,-14.00%,40,2.60%,14.30%,44,-9,11,99.30%,-0.50%,-1.10%
Fulton River District,2017/11,485000,1.60%,10.50%,33,-5.70%,-15.40%,32,-13.50%,-8.60%,29,-27.50%,-6.50%,48,4,-11,99.70%,0.40%,0.50%
Fulton River District,2017/12,550000,13.40%,20.20%,25,-24.20%,-37.50%,20,-37.50%,-33.30%,23,-20.70%,-20.70%,50,2,-18,99.60%,-0.10%,0.80%
Fulton River District,2018/01,550000,0.00%,35.40%,25,0.00%,-7.40%,29,45.00%,11.50%,32,39.10%,-11.10%,55,5,-15,99.50%,-0.10%,1.20%
Fulton River District,2018/02,519000,-5.60%,18.80%,16,-36.00%,-40.70%,34,17.20%,3.00%,36,12.50%,-10.00%,55,0,-15,99.90%,0.40%,1.50%
Fulton River District,2018/03,489000,-5.80%,11.40%,17,6.30%,-32.00%,50,47.10%,4.20%,42,16.70%,-14.30%,52,-3,-9,100.50%,0.60%,1.10%
Fulton River District,2018/04,394000,-19.50%,-16.30%,24,41.20%,-27.30%,46,-8.00%,-22.00%,40,-4.80%,-18.40%,45,-8,-8,100.50%,0.00%,0.00%
Fulton River District,2018/05,461000,17.10%,2.40%,39,62.50%,-13.30%,57,23.90%,-1.70%,45,12.50%,7.10%,52,8,6,100.10%,-0.40%,0.00%
Fulton River District,2018/06,430000,-6.70%,-7.40%,41,5.10%,-10.90%,64,12.30%,16.40%,55,22.20%,34.10%,52,0,7,99.50%,-0.60%,-0.50%
Fulton River District,2018/07,475000,10.50%,3.30%,47,14.60%,-14.50%,69,7.80%,23.20%,51,-7.30%,21.40%,53,1,5,99.60%,0.10%,-0.40%
Fulton River District,2018/08,488000,2.60%,-1.00%,44,-6.40%,-12.00%,57,-17.40%,3.60%,46,-9.80%,21.10%,47,-7,-7,99.20%,-0.30%,-0.80%
Fulton River District,2018/09,495000,1.50%,2.10%,44,0.00%,-17.00%,42,-26.30%,-16.00%,42,-8.70%,7.70%,47,1,-6,99.60%,0.40%,-0.20%
Fulton River District,2018/10,480000,-3.00%,0.50%,37,-15.90%,5.70%,45,7.10%,21.60%,52,23.80%,30.00%,56,9,12,98.90%,-0.80%,-0.50%
Fulton River District,2018/11,406000,-15.50%,-16.40%,26,-29.70%,-21.20%,39,-13.30%,21.90%,48,-7.70%,65.50%,69,13,21,98.60%,-0.20%,-1.10%
Fulton River District,2018/12,410000,1.10%,-25.40%,21,-19.20%,-16.00%,32,-17.90%,60.00%,40,-16.70%,73.90%,75,6,25,97.60%,-1.00%,-1.90%
Fulton River District,2019/01,400000,-2.50%,-27.30%,19,-9.50%,-24.00%,23,-28.10%,-20.70%,40,0.00%,25.00%,80,6,25,98.10%,0.40%,-1.40%
Fulton River District,2019/02,423000,5.80%,-18.50%,21,10.50%,31.30%,32,39.10%,-5.90%,46,15.00%,27.80%,78,-2,23,98.20%,0.10%,-1.70%
Gage Park,2012/02,70000,0.00%,-22.20%,53,3.90%,26.20%,63,-10.00%,-20.30%,100,-3.80%,-20.60%,64,3,17,98.60%,0.50%,-2.90%
Gage Park,2012/03,70000,0.00%,-12.50%,48,-9.40%,2.10%,72,14.30%,-21.70%,109,9.00%,-15.50%,67,4,23,98.30%,-0.30%,-6.00%
