Region,Month of Period,MedianSalePrice,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
Fernwood,2014/05,16000,24.20%,-19.80%,26,44.40%,52.90%,23,-8.00%,-34.30%,43,0.00%,-6.50%,171,47,113,94.10%,-2.00%,-5.20%
Fernwood,2014/06,19000,15.20%,-16.90%,24,-7.70%,20.00%,26,13.00%,-44.70%,43,0.00%,-14.00%,171,0,106,96.30%,2.10%,-5.00%
Fernwood,2014/07,23000,21.40%,14.60%,15,-37.50%,-6.30%,26,0.00%,-31.60%,48,11.60%,-7.70%,175,5,122,93.40%,-2.90%,-11.20%
Fernwood,2014/08,24000,2.30%,17.30%,8,-46.70%,-55.60%,29,11.50%,-23.70%,42,-12.50%,-14.30%,65,-111,2,97.60%,4.20%,-4.90%
Fernwood,2014/09,27000,14.70%,-7.70%,9,12.50%,-35.70%,27,-6.90%,-25.00%,41,-2.40%,-25.50%,47,-18,1,97.50%,-0.20%,-0.50%
Fernwood,2014/10,21000,-23.90%,-41.30%,10,11.10%,-37.50%,30,11.10%,-14.30%,49,19.50%,-10.90%,95,48,39,85.90%,-11.60%,-15.40%
Fernwood,2014/11,21000,-0.20%,-36.90%,14,40.00%,-12.50%,28,-6.70%,-26.30%,43,-12.20%,-24.60%,91,-5,-3,90.70%,4.90%,-9.80%
Fernwood,2014/12,21000,0.00%,3.00%,18,28.60%,-14.30%,22,-21.40%,-12.00%,36,-16.30%,-26.50%,99,8,2,91.40%,0.60%,-6.80%
Fernwood,2015/01,21000,2.70%,9.30%,16,-11.10%,-27.30%,14,-36.40%,-48.10%,35,-2.80%,-31.40%,99,0,6,100.00%,8.60%,4.80%
Fernwood,2015/02,22000,5.30%,24.90%,10,-37.50%,-44.40%,19,35.70%,-9.50%,37,5.70%,-27.50%,87,-12,4,103.30%,3.30%,9.70%
Fernwood,2015/03,22000,-0.30%,26.30%,7,-30.00%,-46.20%,25,31.60%,-3.80%,40,8.10%,-16.70%,133,46,64,107.70%,4.40%,16.50%
Fernwood,2015/04,26000,18.60%,97.70%,13,85.70%,-27.80%,29,16.00%,16.00%,42,5.00%,-2.30%,93,-40,-31,102.90%,-4.90%,6.80%
Fernwood,2015/05,26000,-2.70%,55.00%,16,23.10%,-38.50%,31,6.90%,34.80%,44,4.80%,2.30%,79,-14,-92,100.00%,-2.80%,5.90%
Fernwood,2015/06,23000,-11.80%,18.70%,17,6.30%,-29.20%,30,-3.20%,15.40%,43,-2.30%,0.00%,73,-6,-98,99.80%,-0.20%,3.50%
Fernwood,2015/07,24000,7.80%,5.40%,16,-5.90%,6.70%,29,-3.30%,11.50%,33,-23.30%,-31.30%,77,4,-99,95.80%,-4.00%,2.40%
Fernwood,2015/08,22000,-8.20%,-5.50%,14,-12.50%,75.00%,24,-17.20%,-17.20%,32,-3.00%,-23.80%,81,4,16,94.10%,-1.70%,-3.50%
Fernwood,2015/09,29000,30.80%,7.80%,13,-7.10%,44.40%,22,-8.30%,-18.50%,29,-9.40%,-29.30%,80,-1,33,94.20%,0.10%,-3.30%
Fernwood,2015/10,23000,-20.10%,13.20%,10,-23.10%,0.00%,25,13.60%,-16.70%,35,20.70%,-28.60%,65,-16,-31,88.50%,-5.70%,2.70%
Fernwood,2015/11,24000,1.10%,14.60%,9,-10.00%,-35.70%,24,-4.00%,-14.30%,35,0.00%,-18.60%,74,10,-17,87.90%,-0.70%,-2.90%
Fernwood,2015/12,15000,-36.20%,-26.80%,9,0.00%,-50.00%,25,4.20%,13.60%,35,0.00%,-2.80%,80,6,-19,90.20%,2.40%,-1.10%
Fernwood,2016/01,15000,-0.20%,-28.90%,10,11.10%,-37.50%,19,-24.00%,35.70%,29,-17.10%,-17.10%,124,44,25,92.00%,1.70%,-8.10%
Fernwood,2016/02,14000,-6.40%,-36.90%,11,10.00%,10.00%,23,21.10%,21.10%,34,17.20%,-8.10%,80,-44,-7,93.90%,2.00%,-9.40%
Fernwood,2016/03,22000,60.60%,1.80%,11,0.00%,57.10%,22,-4.30%,-12.00%,28,-17.60%,-30.00%,68,-12,-65,97.90%,4.00%,-9.80%
Fernwood,2016/04,26000,13.80%,-2.30%,13,18.20%,0.00%,28,27.30%,-3.40%,26,-7.10%,-38.10%,41,-27,-52,107.10%,9.10%,4.20%
Fernwood,2016/05,28000,8.60%,9.00%,22,69.20%,37.50%,23,-17.90%,-25.80%,28,7.70%,-36.40%,47,6,-32,103.80%,-3.30%,3.70%
Fernwood,2016/06,26000,-7.90%,13.80%,21,-4.50%,23.50%,27,17.40%,-10.00%,29,3.60%,-32.60%,41,-6,-32,107.00%,3.30%,7.20%
Fernwood,2016/07,22000,-15.00%,-10.30%,16,-23.80%,0.00%,30,11.10%,3.40%,35,20.70%,6.10%,56,15,-21,106.40%,-0.60%,10.60%
Fernwood,2016/08,26000,17.20%,14.60%,10,-37.50%,-28.60%,36,20.00%,50.00%,38,8.60%,18.80%,62,6,-19,112.60%,6.20%,18.50%
Fernwood,2016/09,27000,5.90%,-7.20%,14,40.00%,7.70%,38,5.60%,72.70%,42,10.50%,44.80%,85,23,5,104.70%,-7.90%,10.50%
Fernwood,2016/10,28000,3.70%,20.40%,19,35.70%,90.00%,35,-7.90%,40.00%,40,-4.80%,14.30%,96,12,32,103.60%,-1.10%,15.10%
Fernwood,2016/11,49000,74.10%,107.40%,20,5.30%,122.20%,31,-11.40%,29.20%,43,7.50%,22.90%,84,-12,10,98.20%,-5.40%,10.40%
Fernwood,2016/12,30000,-38.30%,100.70%,20,0.00%,122.20%,27,-12.90%,8.00%,43,0.00%,22.90%,32,-53,-49,93.70%,-4.60%,3.40%
Fernwood,2017/01,35000,16.90%,135.20%,19,-5.00%,90.00%,25,-7.40%,31.60%,44,2.30%,51.70%,82,51,-42,92.30%,-1.30%,0.40%
Fernwood,2017/02,25000,-29.00%,78.60%,17,-10.50%,54.50%,30,20.00%,30.40%,49,11.40%,44.10%,94,12,14,98.10%,5.70%,4.10%
Fernwood,2017/03,30000,20.00%,33.40%,15,-11.80%,36.40%,29,-3.30%,31.80%,48,-2.00%,71.40%,140,46,72,98.80%,0.70%,0.90%
Fernwood,2017/04,28000,-8.30%,7.40%,15,0.00%,15.40%,29,0.00%,3.60%,48,0.00%,84.60%,63,-77,22,97.40%,-1.40%,-9.60%
Fernwood,2017/05,30000,9.10%,7.90%,12,-20.00%,-45.50%,20,-31.00%,-13.00%,39,-18.80%,39.30%,85,22,38,92.50%,-5.00%,-11.30%
Fernwood,2017/06,22000,-25.80%,-13.10%,14,16.70%,-33.30%,24,20.00%,-11.10%,41,5.10%,41.40%,57,-29,16,91.10%,-1.40%,-15.90%
Fernwood,2017/07,22000,0.00%,2.30%,12,-14.30%,-25.00%,26,8.30%,-13.30%,42,2.40%,20.00%,110,54,54,89.50%,-1.60%,-16.90%
Fernwood,2017/08,25000,11.20%,-2.90%,16,33.30%,60.00%,34,30.80%,-5.60%,45,7.10%,18.40%,120,10,58,90.90%,1.40%,-21.70%
Fernwood,2017/09,28000,11.10%,1.90%,16,0.00%,14.30%,35,2.90%,-7.90%,46,2.20%,9.50%,113,-7,29,91.70%,0.80%,-12.90%
Fernwood,2017/10,28000,0.00%,-1.80%,15,-6.30%,-21.10%,34,-2.90%,-2.90%,43,-6.50%,7.50%,150,37,54,92.90%,1.10%,-10.70%
Fernwood,2017/11,33000,18.20%,-33.30%,12,-20.00%,-40.00%,26,-23.50%,-16.10%,42,-2.30%,-2.30%,108,-42,24,90.30%,-2.60%,-8.00%
Fernwood,2017/12,41000,26.20%,36.20%,10,-16.70%,-50.00%,22,-15.40%,-18.50%,37,-11.90%,-14.00%,77,-32,45,94.90%,4.60%,1.30%
Fernwood,2018/01,103000,151.20%,192.60%,13,30.00%,-31.60%,23,4.50%,-8.00%,38,2.70%,-13.60%,77,0,-6,96.30%,1.30%,3.90%
Fernwood,2018/02,50000,-51.50%,100.00%,19,46.20%,11.80%,27,17.40%,-10.00%,39,2.60%,-20.40%,87,10,-8,99.70%,3.40%,1.60%
Fernwood,2018/03,50000,-0.10%,66.50%,18,-5.30%,20.00%,25,-7.40%,-13.80%,31,-20.50%,-35.40%,96,10,-44,99.40%,-0.30%,0.60%
Fernwood,2018/04,32000,-35.40%,17.30%,18,0.00%,20.00%,24,-4.00%,-17.20%,31,0.00%,-35.40%,117,21,54,98.20%,-1.20%,0.70%
Fernwood,2018/05,50000,54.70%,66.30%,19,5.60%,58.30%,35,45.80%,75.00%,38,22.60%,-2.60%,132,15,47,94.10%,-4.10%,1.60%
Fernwood,2018/06,43000,-14.80%,91.00%,24,26.30%,71.40%,33,-5.70%,37.50%,33,-13.20%,-19.50%,118,-15,61,92.70%,-1.30%,1.60%
Fernwood,2018/07,72000,69.40%,223.60%,24,0.00%,100.00%,39,18.20%,50.00%,35,6.10%,-16.70%,93,-25,-17,93.80%,1.10%,4.30%
Fernwood,2018/08,57000,-21.20%,129.30%,28,16.70%,75.00%,31,-20.50%,-8.80%,33,-5.70%,-26.70%,51,-43,-69,94.90%,1.20%,4.00%
Fernwood,2018/09,45000,-20.70%,63.60%,29,3.60%,81.30%,38,22.60%,8.60%,34,3.00%,-26.10%,50,-1,-63,94.70%,-0.20%,3.00%
Fernwood,2018/10,43000,-4.20%,56.80%,26,-10.30%,73.30%,39,2.60%,14.70%,40,17.60%,-7.00%,49,-2,-102,94.10%,-0.60%,1.20%
Fernwood,2018/11,40000,-6.70%,23.80%,16,-38.50%,33.30%,33,-15.40%,26.90%,39,-2.50%,-7.10%,82,34,-26,91.10%,-3.00%,0.80%
Fernwood,2018/12,56000,40.20%,37.60%,18,12.50%,80.00%,35,6.10%,59.10%,38,-2.60%,2.70%,63,-19,-14,91.70%,0.60%,-3.20%
Fernwood,2019/01,68000,20.40%,-34.10%,18,0.00%,38.50%,25,-28.60%,8.70%,36,-5.30%,-5.30%,69,6,-8,92.10%,0.40%,-4.20%
Fernwood,2019/02,95000,39.90%,90.00%,21,16.70%,10.50%,30,20.00%,11.10%,38,5.60%,-2.60%,86,18,-1,93.90%,1.80%,-5.70%
Fuller Park,2012/02,15000,-23.40%,-39.80%,6,0.00%,-33.30%,8,0.00%,-46.70%,13,8.30%,-23.50%,107,0,24,91.00%,7.60%,-4.20%
Fuller Park,2012/03,18000,21.70%,-51.20%,4,-33.30%,-60.00%,12,50.00%,0.00%,16,23.10%,14.30%,111,4,60,90.10%,-0.90%,-5.10%
Fuller Park,2012/04,31000,69.90%,-12.90%,4,0.00%,-63.60%,9,-25.00%,-40.00%,12,-25.00%,-14.30%,149,39,82,81.00%,-9.00%,-10.00%
Fuller Park,2012/05,34000,11.50%,78.90%,5,25.00%,-44.40%,9,0.00%,-10.00%,12,0.00%,-14.30%,67,-82,-11,83.00%,2.00%,-3.80%
Fuller Park,2012/06,24000,-30.90%,23.70%,6,20.00%,-33.30%,3,-66.70%,-72.70%,11,-8.30%,0.00%,63,-4,12,83.40%,0.40%,-2.60%
Fuller Park,2012/07,20000,-14.90%,-31.00%,5,-16.70%,-28.60%,7,133.30%,-30.00%,12,9.10%,0.00%,49,-14,-2,88.00%,4.60%,1.60%
Fuller Park,2012/08,20000,0.00%,29.00%,3,-40.00%,-40.00%,8,14.30%,-33.30%,13,8.30%,-13.30%,49,0,8,83.00%,-5.00%,-14.70%
Fuller Park,2012/09,49000,145.00%,216.10%,2,-33.30%,-60.00%,15,87.50%,25.00%,15,15.40%,0.00%,32,-18,-158,72.60%,-10.40%,-27.80%
Fuller Park,2012/10,35000,-28.60%,72.80%,2,0.00%,-66.70%,15,0.00%,114.30%,16,6.70%,23.10%,18,-14,-41,70.10%,-2.50%,-31.70%
Fuller Park,2012/11,30000,-14.30%,0.00%,3,50.00%,-40.00%,13,-13.30%,116.70%,15,-6.30%,7.10%,21,4,-149,67.00%,-3.20%,-13.50%
Fuller Park,2012/12,30000,0.00%,23.70%,3,0.00%,-50.00%,6,-53.80%,20.00%,14,-6.70%,27.30%,88,67,10,74.00%,7.00%,-5.20%
Fuller Park,2013/01,22000,-28.30%,11.70%,2,-33.30%,-66.70%,5,-16.70%,-37.50%,15,7.10%,25.00%,110,22,4,70.90%,-3.10%,-12.50%
Fuller Park,2013/02,16000,-25.60%,8.50%,3,50.00%,-50.00%,7,40.00%,-12.50%,15,0.00%,15.40%,119,9,13,86.60%,15.70%,-4.40%
Fuller Park,2013/03,24000,50.00%,33.70%,2,-33.30%,-50.00%,12,71.40%,0.00%,14,-6.70%,-12.50%,82,-37,-29,89.30%,2.70%,-0.80%
Fuller Park,2013/04,16000,-33.30%,-47.50%,3,50.00%,-25.00%,14,16.70%,55.60%,19,35.70%,58.30%,45,-37,-104,92.90%,3.60%,11.80%
Fuller Park,2013/05,25000,54.40%,-27.40%,2,-33.30%,-60.00%,13,-7.10%,44.40%,17,-10.50%,41.70%,10,-36,-58,103.90%,11.00%,20.90%
Fuller Park,2013/06,18000,-29.10%,-25.50%,3,50.00%,-50.00%,14,7.70%,366.70%,19,11.80%,72.70%,12,3,-51,108.20%,4.30%,24.70%
Fuller Park,2013/07,18000,0.00%,-12.50%,3,0.00%,-40.00%,15,7.10%,114.30%,22,15.80%,83.30%,35,23,-14,108.20%,0.00%,20.10%
Fuller Park,2013/08,14000,-20.00%,-30.00%,4,33.30%,33.30%,14,-6.70%,75.00%,18,-18.20%,38.50%,134,99,85,118.50%,10.30%,35.40%
Fuller Park,2013/09,11000,-21.40%,-77.60%,3,-25.00%,50.00%,10,-28.60%,-33.30%,19,5.60%,26.70%,155,22,124,119.00%,0.60%,46.40%
Fuller Park,2013/10,11000,0.00%,-68.60%,3,0.00%,50.00%,6,-40.00%,-60.00%,16,-15.80%,0.00%,112,-43,95,116.70%,-2.30%,46.60%
Fuller Park,2013/11,15000,31.80%,-51.70%,4,33.30%,33.30%,7,16.70%,-46.20%,10,-37.50%,-33.30%,102,-11,81,82.20%,-34.50%,15.20%
Fuller Park,2013/12,17000,15.50%,-44.20%,6,50.00%,100.00%,5,-28.60%,-16.70%,7,-30.00%,-50.00%,114,12,26,82.70%,0.50%,8.70%
Fuller Park,2014/01,15000,-10.40%,-30.20%,5,-16.70%,150.00%,6,20.00%,20.00%,8,14.30%,-46.70%,115,2,5,80.60%,-2.10%,9.70%
Fuller Park,2014/02,36000,140.00%,125.00%,5,0.00%,66.70%,6,0.00%,-14.30%,8,0.00%,-46.70%,176,61,57,87.30%,6.70%,0.70%
Fuller Park,2014/03,41000,12.50%,68.80%,4,-20.00%,100.00%,11,83.30%,-8.30%,10,25.00%,-28.60%,171,-6,89,87.20%,-0.10%,-2.20%
Fuller Park,2014/04,41000,1.90%,157.80%,6,50.00%,100.00%,16,45.50%,14.30%,16,60.00%,-15.80%,171,0,126,93.40%,6.30%,0.50%
Fuller Park,2014/05,28000,-32.10%,13.40%,5,-16.70%,150.00%,14,-12.50%,7.70%,15,-6.30%,-11.80%,165,-6,156,96.20%,2.80%,-7.70%
Fuller Park,2014/06,33000,17.00%,87.10%,6,20.00%,100.00%,15,7.10%,7.10%,17,13.30%,-10.50%,49,-117,37,95.30%,-0.90%,-12.80%
Fuller Park,2014/07,28000,-14.50%,60.00%,5,-16.70%,66.70%,9,-40.00%,-40.00%,16,-5.90%,-27.30%,50,2,15,90.80%,-4.50%,-17.40%
Fuller Park,2014/08,44000,57.10%,214.30%,5,0.00%,25.00%,8,-11.10%,-42.90%,13,-18.80%,-27.80%,82,32,-52,78.90%,-11.90%,-39.60%
Fuller Park,2014/09,30000,-33.00%,168.20%,4,-20.00%,33.30%,9,12.50%,-10.00%,18,38.50%,-5.30%,104,22,-52,80.80%,2.00%,-38.20%
Fuller Park,2014/10,15000,-48.80%,37.30%,7,75.00%,133.30%,14,55.60%,133.30%,19,5.60%,18.80%,91,-13,-21,87.40%,6.60%,-29.30%
Fuller Park,2014/11,18000,19.50%,24.50%,8,14.30%,100.00%,16,14.30%,128.60%,12,-36.80%,20.00%,50,-41,-52,92.70%,5.30%,10.50%
Fuller Park,2014/12,25000,36.40%,47.00%,10,25.00%,66.70%,10,-37.50%,100.00%,9,-25.00%,28.60%,37,-14,-77,92.80%,0.10%,10.10%
Fuller Park,2015/01,24000,-2.00%,60.80%,10,0.00%,100.00%,5,-50.00%,-16.70%,8,-11.10%,0.00%,54,17,-62,87.30%,-5.50%,6.70%
Fuller Park,2015/02,27000,13.00%,-24.30%,9,-10.00%,80.00%,5,0.00%,-16.70%,8,0.00%,0.00%,60,7,-116,90.30%,3.00%,3.10%
Fuller Park,2015/03,28000,2.80%,-30.90%,8,-11.10%,100.00%,8,60.00%,-27.30%,8,0.00%,-20.00%,67,7,-104,89.50%,-0.90%,2.30%
Fuller Park,2015/04,29000,2.70%,-30.30%,6,-25.00%,0.00%,9,12.50%,-43.80%,7,-12.50%,-56.30%,86,19,-85,101.80%,12.30%,8.40%
Fuller Park,2015/05,25000,-14.80%,-12.50%,6,0.00%,20.00%,7,-22.20%,-50.00%,7,0.00%,-53.30%,86,0,-79,103.30%,1.50%,7.00%
Fuller Park,2015/06,10000,-61.20%,-71.00%,4,-33.30%,-33.30%,5,-28.60%,-66.70%,8,14.30%,-52.90%,191,105,142,109.20%,5.90%,13.90%
Fuller Park,2015/07,20000,110.50%,-28.60%,2,-50.00%,-60.00%,7,40.00%,-22.20%,9,12.50%,-43.80%,208,17,158,100.30%,-8.90%,9.50%
Fuller Park,2015/08,124000,520.00%,181.80%,1,-50.00%,-80.00%,10,42.90%,25.00%,10,11.10%,-23.10%,95,-113,13,100.00%,-0.30%,21.10%
Fuller Park,2015/09,44000,-64.40%,49.80%,3,200.00%,-25.00%,13,30.00%,44.40%,14,40.00%,-22.20%,39,-56,-65,98.90%,-1.10%,18.00%
Fuller Park,2015/10,44000,0.00%,192.60%,5,66.70%,-28.60%,12,-7.70%,-14.30%,16,14.30%,-15.80%,95,56,4,95.60%,-3.30%,8.20%
Fuller Park,2015/11,28000,-37.80%,52.40%,6,20.00%,-25.00%,9,-25.00%,-43.80%,13,-18.80%,8.30%,48,-48,-3,93.80%,-1.90%,1.00%
Fuller Park,2015/12,23000,-15.50%,-5.60%,6,0.00%,-40.00%,6,-33.30%,-40.00%,12,-7.70%,33.30%,89,41,52,94.70%,0.90%,1.90%
Fuller Park,2016/01,26000,11.80%,7.80%,5,-16.70%,-50.00%,4,-33.30%,-20.00%,12,0.00%,50.00%,56,-33,3,95.80%,1.10%,8.50%
Fuller Park,2016/02,19000,-27.90%,-31.20%,4,-20.00%,-55.60%,8,100.00%,60.00%,13,8.30%,62.50%,70,14,10,105.70%,9.80%,15.30%
Fuller Park,2016/03,24000,28.00%,-14.30%,5,25.00%,-37.50%,7,-12.50%,-12.50%,10,-23.10%,25.00%,78,9,11,99.50%,-6.20%,10.00%
Fuller Park,2016/04,25000,2.10%,-14.80%,6,20.00%,0.00%,9,28.60%,0.00%,13,30.00%,85.70%,110,32,24,98.70%,-0.80%,-3.10%
Fuller Park,2016/05,30000,21.40%,21.40%,6,0.00%,0.00%,8,-11.10%,14.30%,15,15.40%,114.30%,110,0,24,94.20%,-4.50%,-9.00%
Fuller Park,2016/06,65000,116.80%,578.90%,4,-33.30%,0.00%,10,25.00%,100.00%,16,6.70%,100.00%,112,2,-79,91.40%,-2.80%,-17.80%
Fuller Park,2016/07,102000,58.10%,410.00%,2,-50.00%,0.00%,9,-10.00%,28.60%,18,12.50%,100.00%,41,-71,-167,87.80%,-3.60%,-12.50%
Fuller Park,2016/08,59000,-42.60%,-52.80%,2,0.00%,100.00%,7,-22.20%,-30.00%,14,-22.20%,40.00%,47,6,-49,91.70%,3.90%,-8.30%
Fuller Park,2016/09,65000,11.10%,47.10%,4,100.00%,33.30%,4,-42.90%,-69.20%,9,-35.70%,-35.70%,85,38,46,100.80%,9.10%,2.00%
Fuller Park,2016/10,78000,20.00%,76.50%,5,25.00%,0.00%,2,-50.00%,-83.30%,6,-33.30%,-62.50%,92,8,-3,101.10%,0.30%,5.50%
Fuller Park,2016/11,82000,5.10%,198.20%,6,20.00%,0.00%,3,50.00%,-66.70%,6,0.00%,-53.80%,112,20,65,95.80%,-5.30%,2.10%
Fuller Park,2016/12,74000,-9.80%,218.30%,5,-16.70%,-16.70%,6,100.00%,0.00%,6,0.00%,-50.00%,95,-17,7,95.50%,-0.30%,0.80%
Fuller Park,2017/01,45000,-39.20%,73.10%,5,0.00%,0.00%,9,50.00%,125.00%,5,-16.70%,-58.30%,75,-20,19,89.20%,-6.30%,-6.60%
Fuller Park,2017/02,25000,-44.40%,33.30%,5,0.00%,25.00%,10,11.10%,25.00%,5,0.00%,-61.50%,59,-16,-11,111.00%,21.80%,5.30%
Fuller Park,2017/03,36000,42.80%,48.80%,6,20.00%,20.00%,8,-20.00%,14.30%,4,-20.00%,-60.00%,51,-8,-27,116.40%,5.40%,16.90%
Fuller Park,2017/04,77000,116.20%,215.20%,6,0.00%,0.00%,9,12.50%,0.00%,9,125.00%,-30.80%,51,0,-59,120.40%,4.00%,21.70%
Fuller Park,2017/05,42000,-45.60%,41.20%,7,16.70%,16.70%,13,44.40%,62.50%,10,11.10%,-33.30%,54,3,-56,102.40%,-18.00%,8.20%
Fuller Park,2017/06,42000,0.00%,-34.90%,5,-28.60%,25.00%,18,38.50%,80.00%,12,20.00%,-25.00%,57,3,-55,94.90%,-7.50%,3.40%
Fuller Park,2017/07,40000,-4.80%,-60.80%,7,40.00%,250.00%,15,-16.70%,66.70%,12,0.00%,-33.30%,57,0,17,90.80%,-4.10%,3.00%
Fuller Park,2017/08,50000,25.60%,-14.10%,4,-42.90%,100.00%,17,13.30%,142.90%,15,25.00%,7.10%,55,-3,8,89.30%,-1.50%,-2.40%
Fuller Park,2017/09,35000,-30.30%,-46.20%,6,50.00%,50.00%,14,-17.60%,250.00%,16,6.70%,77.80%,34,-21,-51,84.20%,-5.10%,-16.70%
Fuller Park,2017/10,17000,-51.40%,-78.20%,5,-16.70%,0.00%,16,14.30%,700.00%,18,12.50%,200.00%,44,10,-48,88.50%,4.30%,-12.60%
Fuller Park,2017/11,30000,76.50%,-63.40%,9,80.00%,50.00%,8,-50.00%,166.70%,15,-16.70%,150.00%,107,63,-6,91.90%,3.40%,-4.00%
Fuller Park,2017/12,40000,31.70%,-46.60%,6,-33.30%,20.00%,5,-37.50%,-16.70%,14,-6.70%,133.30%,151,45,56,96.30%,4.40%,0.80%
Fuller Park,2018/01,56000,41.80%,24.40%,5,-16.70%,0.00%,8,60.00%,-11.10%,19,35.70%,280.00%,166,15,91,96.80%,0.60%,7.60%
Fuller Park,2018/02,22000,-60.70%,-12.00%,1,-80.00%,-80.00%,10,25.00%,0.00%,17,-10.50%,240.00%,182,17,123,100.00%,3.20%,-11.00%
Fuller Park,2018/03,32000,45.50%,-10.40%,4,300.00%,-33.30%,14,40.00%,75.00%,14,-17.60%,250.00%,146,-37,95,88.10%,-11.90%,-28.20%
Fuller Park,2018/04,39000,20.30%,-50.10%,4,0.00%,-33.30%,8,-42.90%,-11.10%,12,-14.30%,33.30%,138,-8,87,85.10%,-3.10%,-35.30%
Fuller Park,2018/05,69000,77.90%,63.10%,6,50.00%,-14.30%,11,37.50%,-15.40%,15,25.00%,50.00%,122,-16,68,88.70%,3.60%,-13.80%
Fuller Park,2018/06,103000,49.60%,144.00%,8,33.30%,60.00%,9,-18.20%,-50.00%,14,-6.70%,16.70%,113,-10,56,95.70%,7.00%,0.80%
Fuller Park,2018/07,110000,7.30%,175.00%,10,25.00%,42.90%,10,11.10%,-33.30%,14,0.00%,16.70%,81,-32,24,95.50%,-0.20%,4.70%
Fuller Park,2018/08,121000,10.00%,140.80%,8,-20.00%,100.00%,7,-30.00%,-58.80%,15,7.10%,0.00%,81,0,27,95.40%,-0.10%,6.10%
Fuller Park,2018/09,193000,59.10%,450.00%,6,-25.00%,0.00%,13,85.70%,-7.10%,17,13.30%,6.30%,101,20,67,91.60%,-3.80%,7.40%
Fuller Park,2018/10,156000,-19.20%,814.70%,7,16.70%,40.00%,14,7.70%,-12.50%,16,-5.90%,-11.10%,82,-19,38,95.90%,4.30%,7.40%
Fuller Park,2018/11,152000,-2.10%,407.50%,8,14.30%,-11.10%,13,-7.10%,62.50%,14,-12.50%,-6.70%,101,19,-6,95.90%,-0.10%,4.00%
Fuller Park,2018/12,86000,-43.30%,118.40%,8,0.00%,33.30%,5,-61.50%,0.00%,13,-7.10%,-7.10%,12,-89,-140,95.60%,-0.30%,-0.70%
Fuller Park,2019/01,58000,-33.30%,2.70%,4,-50.00%,-20.00%,4,-20.00%,-50.00%,13,0.00%,-31.60%,7,-5,-159,91.40%,-4.10%,-5.40%
Fuller Park,2019/02,58000,0.00%,161.40%,4,0.00%,300.00%,4,0.00%,-60.00%,14,7.70%,-17.60%,7,0,-175,91.20%,-0.20%,-8.80%
Fulton Market,2012/02,255000,0.00%,-28.60%,13,18.20%,85.70%,10,-44.40%,-33.30%,29,0.00%,-25.60%,218,-22,-144,96.90%,-0.40%,3.90%
Fulton Market,2012/03,261000,2.50%,-30.10%,14,7.70%,133.30%,11,10.00%,-42.10%,30,3.40%,-9.10%,123,-95,-89,95.50%,-1.40%,0.20%
Fulton Market,2012/04,268000,2.40%,-23.60%,11,-21.40%,37.50%,15,36.40%,-28.60%,32,6.70%,-11.10%,92,-31,-219,96.10%,0.70%,-2.40%
Fulton Market,2012/05,269000,0.70%,15.10%,10,-9.10%,42.90%,22,46.70%,4.80%,35,9.40%,9.40%,92,0,-94,96.20%,0.10%,-3.70%
Fulton Market,2012/06,306000,13.50%,-7.40%,8,-20.00%,14.30%,26,18.20%,23.80%,35,0.00%,9.40%,65,-28,-247,100.00%,3.80%,0.20%
Fulton Market,2012/07,309000,1.10%,-6.30%,14,75.00%,55.60%,25,-3.80%,0.00%,24,-31.40%,-38.50%,108,44,-237,98.30%,-1.70%,-5.00%
Fulton Market,2012/08,338000,9.40%,2.50%,18,28.60%,63.60%,17,-32.00%,-19.00%,17,-29.20%,-45.20%,82,-26,-146,98.70%,0.40%,-0.50%
Fulton Market,2012/09,324000,-4.10%,-1.80%,19,5.60%,46.20%,11,-35.30%,-47.60%,14,-17.60%,-50.00%,85,3,-117,98.10%,-0.70%,-0.70%
Fulton Market,2012/10,354000,9.30%,7.70%,13,-31.60%,30.00%,7,-36.40%,-46.20%,11,-21.40%,-59.30%,77,-8,-21,99.30%,1.20%,4.80%
Fulton Market,2012/11,301000,-15.00%,-15.70%,9,-30.80%,28.60%,8,14.30%,-60.00%,8,-27.30%,-76.50%,79,2,-18,99.20%,-0.10%,2.30%
Fulton Market,2012/12,328000,9.00%,12.10%,11,22.20%,37.50%,6,-25.00%,-66.70%,8,0.00%,-75.00%,118,39,-147,96.20%,-3.00%,-0.20%
Fulton Market,2013/01,328000,0.00%,28.60%,9,-18.20%,-18.20%,10,66.70%,-44.40%,12,50.00%,-58.60%,169,51,-71,93.80%,-2.40%,-3.40%
Fulton Market,2013/02,333000,1.40%,30.40%,8,-11.10%,-38.50%,19,90.00%,90.00%,16,33.30%,-44.80%,147,-22,-71,93.90%,0.10%,-2.90%
Fulton Market,2013/03,315000,-5.30%,20.60%,5,-37.50%,-64.30%,32,68.40%,190.90%,21,31.30%,-30.00%,56,-91,-67,102.10%,8.20%,6.60%
Fulton Market,2013/04,344000,9.20%,28.60%,16,220.00%,45.50%,38,18.80%,153.30%,28,33.30%,-12.50%,45,-11,-47,102.10%,0.00%,6.00%
